scenario,value,ablation,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,p_c6_viol,p_c7_viol,p_c8_viol,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,total_energy,avg_energy_per_slot_user,lyap_constraint_weight,lyap_energy_weight,lyap_constraint_scale,lyap_energy_scale,wolf_epsilon,episodes,warmup_ratio
user_num,15,-VQ,1,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,280458.5998916341,591400215221.8533,0.13822222222222205,9.15030984848582,0.0040668043771048094,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,15,-GPD,1,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,321817.6215547234,896735242278.6194,0.14088888888888873,9.395095344055129,0.004175597930691169,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,15,-Lyapunov,1,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,280458.5998916341,591400215221.8533,0.13822222222222205,9.15030984848582,0.0040668043771048094,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,15,-Priority,1,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.06088888888888889,616328.4873810876,3189910027540.741,0.14844444444444424,2.7475415014294104,0.001221129556190849,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,15,Random,1,15,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6,0.6457777777777778,10689407.42543404,199339826133466.8,0.5035555555555558,60.92551956824792,0.027078008696999077,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,20,Full,1,20,1.0,1.0,1.0,1.0,0.15,0.0,0.0,0.037333333333333336,266946.64120368793,1208313347263.5408,0.12833333333333355,8.958893514676513,0.0029862978382255044,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,20,-VQ,1,20,1.0,1.0,1.0,1.0,0.15,0.0,0.0,0.037333333333333336,193050.68552505132,459907642155.62415,0.1256666666666669,8.527275272091238,0.002842425090697079,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,20,-GPD,1,20,1.0,1.0,1.0,1.0,0.15,0.0,0.0,0.037333333333333336,266946.64120368793,1208313347263.5408,0.12833333333333355,8.958893514676513,0.0029862978382255044,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,20,-Lyapunov,1,20,1.0,1.0,1.0,1.0,0.15,0.0,0.0,0.037333333333333336,193050.68552505132,459907642155.62415,0.1256666666666669,8.527275272091238,0.002842425090697079,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,20,-Priority,1,20,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.023,170218.2602106811,725157306376.4622,0.13266666666666677,2.432714667854315,0.0008109048892847716,20.0,1.0,1e+24,1e+25,0.1,300,0.5
