scenario,value,policy,n_seed,p_c6_viol_mean,p_c6_viol_std,p_c6_exceed_ratio_mean,p_c6_exceed_ratio_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std
user_num,20.0,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,Random,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,Stand-alone MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,C6-Only,3,0.5243111111111111,0.013019226048946978,0.6,0.0,0.3466666666666667,0.06798692684790379,0.17333333333333334,0.01885618083164127
user_num,25.0,Full,3,0.5266,0.010424330514074603,0.6,0.0,0.33333333333333337,0.07542472332656505,0.16,0.03265986323710905
user_num,25.0,IQL,3,0.3141555555555555,0.02580159818956576,0.48,0.0,0.09333333333333334,0.018856180831641263,0.04,0.032659863237109045
user_num,25.0,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,No-EVT,3,0.5243111111111111,0.013019226048946978,0.6,0.0,0.3466666666666667,0.06798692684790379,0.17333333333333334,0.01885618083164127
user_num,25.0,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,25.0,Random,3,0.5646,0.004578532839563645,0.6,0.0,0.5866666666666667,0.018856180831641232,0.4,0.0
user_num,25.0,Stand-alone MEC,3,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0
user_num,30.0,C6-Only,3,0.5675185185185184,0.005888597710015324,0.5888888888888889,0.01571348402636772,0.4666666666666667,0.05443310539518172,0.28888888888888886,0.05665577237325315
user_num,30.0,Full,3,0.5675185185185184,0.005888597710015324,0.5888888888888889,0.01571348402636772,0.4666666666666667,0.05443310539518172,0.3,0.05443310539518172
user_num,30.0,IQL,3,0.41585185185185186,0.02089373137986453,0.5666666666666667,0.0,0.24444444444444444,0.0415739709641549,0.07777777777777778,0.041573970964154904
user_num,30.0,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
